annotation_id,gtdb_version,gene_id,genome_id,ko,threshold,score,e_value
17526278,207,DTQD01000078.1_2,GCA_011355115.1,K01100,321.27,371.2,0.0
18167003,207,JAACEU010000002.1_5,GCA_011682355.1,K01100,321.27,364.7,0.0
19817207,207,JABFSS010000098.1_5,GCA_013140485.1,K01100,321.27,337.0,0.0
24885450,207,PNNO01000001.1_109,GCA_013824265.1,K01100,321.27,355.9,0.0
24197336,207,WJKT01000013.1_11,GCA_014728955.1,K01100,321.27,356.7,0.0
24197600,207,WJKQ01000009.1_3,GCA_014728975.1,K01100,321.27,363.8,0.0
24203397,207,WJKE01000128.1_5,GCA_014729275.1,K01100,321.27,361.6,0.0
25945189,207,WFTC01000002.1_84,GCA_015485665.1,K01100,321.27,335.3,0.0
23399542,207,JACOTD010000081.1_2,GCA_016178535.1,K01100,321.27,339.9,0.0
23173426,207,JACPMA010000014.1_100,GCA_016186205.1,K01100,321.27,362.6,0.0
23174272,207,JACPLZ010000041.1_19,GCA_016186245.1,K01100,321.27,361.0,0.0
22540234,207,JACPHH010000024.1_25,GCA_016188705.1,K01100,321.27,346.8,0.0
22320013,207,JACPXZ010000024.1_15,GCA_016196225.1,K01100,321.27,352.8,0.0
22320398,207,JACPYA010000003.1_21,GCA_016196295.1,K01100,321.27,355.3,0.0
21997029,207,JACQRJ010000047.1_19,GCA_016206505.1,K01100,321.27,345.7,0.0
21788463,207,JACRIG010000001.1_14,GCA_016215715.1,K01100,321.27,357.2,0.0
21788328,207,JACRIG010000064.1_1,GCA_016215715.1,K01100,321.27,324.5,0.0
26739241,207,JACRID010000053.1_17,GCA_016220145.1,K01100,321.27,356.6,0.0
26739744,207,JACRIE010000002.1_14,GCA_016220165.1,K01100,321.27,356.8,0.0
26740213,207,JACRHZ010000004.1_10,GCA_016220175.1,K01100,321.27,348.9,0.0
26607400,207,JACRIB010000104.1_13,GCA_016235895.1,K01100,321.27,366.6,0.0
26607853,207,JACRIC010000017.1_2,GCA_016235915.1,K01100,321.27,341.2,0.0
21257921,207,CP064962.1_561,GCA_016699145.1,K01100,321.27,360.4,0.0
21282221,207,CP065009.1_865,GCA_016699755.1,K01100,321.27,328.6,0.0
20101241,207,JAESSS010000036.1_8,GCA_016763975.1,K01100,321.27,354.5,0.0
27159432,207,VGKZ01000056.1_5,GCA_016866815.1,K01100,321.27,334.2,0.0
27159757,207,VGKY01000005.1_41,GCA_016866875.1,K01100,321.27,325.5,0.0
27800209,207,JAFGJT010000002.1_25,GCA_016928915.1,K01100,321.27,350.9,0.0
33989679,207,JAGOUV010000012.1_30,GCA_018061065.1,K01100,321.27,345.9,0.0
34003460,207,JAGOTD010000009.1_24,GCA_018061945.1,K01100,321.27,358.0,0.0
34013734,207,JAGORY010000022.1_6,GCA_018062585.1,K01100,321.27,345.7,0.0
33059627,207,JAGYLK010000058.1_4,GCA_018401175.1,K01100,321.27,333.2,0.0
32760003,207,JABAZT010000029.1_25,GCA_018608565.1,K01100,321.27,322.4,0.0
32645946,207,JABGQW010000004.1_13,GCA_018648585.1,K01100,321.27,346.9,0.0
32678979,207,JABICL010000007.1_4,GCA_018652265.1,K01100,321.27,342.3,0.0
32682731,207,JABIBA010000001.1_57,GCA_018652955.1,K01100,321.27,356.3,0.0
32686983,207,JABILX010000003.1_44,GCA_018654255.1,K01100,321.27,361.6,0.0
32692807,207,JABIJZ010000002.1_161,GCA_018655275.1,K01100,321.27,388.2,0.0
32510947,207,JABHVW010000008.1_62,GCA_018658105.1,K01100,321.27,341.2,0.0
32569173,207,JABJOK010000059.1_3,GCA_018664365.1,K01100,321.27,367.0,0.0
34942468,207,JABINC010000072.1_12,GCA_018697675.1,K01100,321.27,327.3,0.0
35323706,207,JAHIYH010000042.1_2,GCA_018814875.1,K01100,321.27,337.5,0.0
35357129,207,JAHIVE010000006.1_7,GCA_018816805.1,K01100,321.27,350.7,0.0
35166116,207,JAHISY010000119.1_3,GCA_018817365.1,K01100,321.27,412.9,0.0
35187798,207,JAHISE010000081.1_22,GCA_018818235.1,K01100,321.27,339.9,0.0
35193998,207,JAHIRL010000115.1_7,GCA_018818755.1,K01100,321.27,360.6,0.0
32478289,207,JAHKBB010000051.1_8,GCA_018826445.1,K01100,321.27,372.1,0.0
41343102,207,CAIJNU010000055.1_3,GCA_903822115.1,K01100,321.27,348.2,0.0
41404829,207,CAIKAD010000002.1_48,GCA_903825315.1,K01100,321.27,354.7,0.0
41745968,207,CAINDQ010000109.1_7,GCA_903847465.1,K01100,321.27,370.3,0.0
41840719,207,CAINVY010000002.1_25,GCA_903854335.1,K01100,321.27,343.8,0.0
41842277,207,CAINWJ010000075.1_5,GCA_903854455.1,K01100,321.27,334.1,0.0
42387562,207,CAIRYL010000002.1_6,GCA_903882825.1,K01100,321.27,342.7,0.0
76006981,207,NZ_QWEQ01000114.1_1,GCF_009936045.1,K01100,321.27,337.4,0.0
