annotation_id,gtdb_version,gene_id,genome_id,pfam,start,stop,length,e_value,interpro_accession,interpro_description
169070007,207,QCQY01000008.1_2,GCA_003209475.1,PF12288,618,710,760,2.5e-05,IPR020990,Carboxysome assembly protein
169070008,207,QCQY01000008.1_2,GCA_003209475.1,PF12288,156,578,760,0.0,IPR020990,Carboxysome assembly protein
169072387,207,QCQK01000032.1_2,GCA_003209565.1,PF12288,156,579,764,0.0,IPR020990,Carboxysome assembly protein
169073025,207,QCPW01000003.1_99,GCA_003209655.1,PF12288,157,581,766,0.0,IPR020990,Carboxysome assembly protein
169078159,207,QCPD01000003.1_146,GCA_003209755.1,PF12288,185,611,795,0.0,IPR020990,Carboxysome assembly protein
169078158,207,QCPD01000003.1_146,GCA_003209755.1,PF12288,639,738,795,2.4e-05,IPR020990,Carboxysome assembly protein
169093967,207,QCNK01000006.1_21,GCA_003210135.1,PF12288,156,579,764,0.0,IPR020990,Carboxysome assembly protein
169095744,207,QCNC01000003.1_83,GCA_003210155.1,PF12288,156,579,764,0.0,IPR020990,Carboxysome assembly protein
169098714,207,QCVU01000091.1_3,GCA_003210275.1,PF12288,154,577,621,0.0,IPR020990,Carboxysome assembly protein
169102843,207,QCUW01000005.1_28,GCA_003210695.1,PF12288,152,575,757,0.0,IPR020990,Carboxysome assembly protein
169102842,207,QCUW01000005.1_28,GCA_003210695.1,PF12288,614,710,757,1.7e-05,IPR020990,Carboxysome assembly protein
169105307,207,QCUL01000006.1_51,GCA_003210755.1,PF12288,211,635,824,0.0,IPR020990,Carboxysome assembly protein
169105308,207,QCUL01000006.1_51,GCA_003210755.1,PF12288,663,775,824,2.8e-08,IPR020990,Carboxysome assembly protein
169107329,207,QCUI01000004.1_77,GCA_003210775.1,PF12288,617,720,771,9.7e-06,IPR020990,Carboxysome assembly protein
169107330,207,QCUI01000004.1_77,GCA_003210775.1,PF12288,168,590,771,0.0,IPR020990,Carboxysome assembly protein
169109176,207,QCUJ01000002.1_49,GCA_003210795.1,PF12288,638,737,787,2.1e-07,IPR020990,Carboxysome assembly protein
169109175,207,QCUJ01000002.1_49,GCA_003210795.1,PF12288,179,603,787,0.0,IPR020990,Carboxysome assembly protein
169111698,207,QCUF01000010.1_23,GCA_003210825.1,PF12288,154,577,762,0.0,IPR020990,Carboxysome assembly protein
169114326,207,QCUA01000023.1_23,GCA_003210915.1,PF12288,3,340,525,0.0,IPR020990,Carboxysome assembly protein
169118089,207,QCTN01000027.1_14,GCA_003211135.1,PF12288,153,576,761,0.0,IPR020990,Carboxysome assembly protein
169119233,207,QCTJ01000006.1_36,GCA_003211205.1,PF12288,620,722,773,5.1e-06,IPR020990,Carboxysome assembly protein
169119234,207,QCTJ01000006.1_36,GCA_003211205.1,PF12288,168,592,773,0.0,IPR020990,Carboxysome assembly protein
169121161,207,QCTG01000003.1_40,GCA_003211235.1,PF12288,634,737,787,7.8e-08,IPR020990,Carboxysome assembly protein
169121160,207,QCTG01000003.1_40,GCA_003211235.1,PF12288,179,603,787,0.0,IPR020990,Carboxysome assembly protein
169126574,207,QCTA01000037.1_5,GCA_003211335.1,PF12288,154,577,762,0.0,IPR020990,Carboxysome assembly protein
169128469,207,QCSN01000007.1_9,GCA_003211515.1,PF12288,644,750,801,7.5e-08,IPR020990,Carboxysome assembly protein
169128470,207,QCSN01000007.1_9,GCA_003211515.1,PF12288,191,615,801,0.0,IPR020990,Carboxysome assembly protein
169130684,207,QCSJ01000013.1_4,GCA_003211535.1,PF12288,178,602,786,0.0,IPR020990,Carboxysome assembly protein
169130683,207,QCSJ01000013.1_4,GCA_003211535.1,PF12288,629,736,786,2.4e-06,IPR020990,Carboxysome assembly protein
169132703,207,QCSC01000019.1_15,GCA_003211655.1,PF12288,157,580,765,0.0,IPR020990,Carboxysome assembly protein
169136173,207,QCRS01000031.1_3,GCA_003211755.1,PF12288,630,736,788,7.4e-05,IPR020990,Carboxysome assembly protein
169136174,207,QCRS01000031.1_3,GCA_003211755.1,PF12288,180,603,788,0.0,IPR020990,Carboxysome assembly protein
169138760,207,QCRH01000033.1_5,GCA_003211955.1,PF12288,619,710,761,5.3e-05,IPR020990,Carboxysome assembly protein
169138761,207,QCRH01000033.1_5,GCA_003211955.1,PF12288,156,579,761,0.0,IPR020990,Carboxysome assembly protein
169140538,207,QCRE01000029.1_1,GCA_003212005.1,PF12288,62,485,670,0.0,IPR020990,Carboxysome assembly protein
169141088,207,QCRA01000003.1_14,GCA_003212035.1,PF12288,159,582,767,0.0,IPR020990,Carboxysome assembly protein
169143496,207,QCQW01000022.1_17,GCA_003212055.1,PF12288,128,551,736,0.0,IPR020990,Carboxysome assembly protein
169144213,207,QCQS01000024.1_16,GCA_003212115.1,PF12288,3,426,611,0.0,IPR020990,Carboxysome assembly protein
169146127,207,QCQM01000001.1_33,GCA_003212195.1,PF12288,156,579,764,0.0,IPR020990,Carboxysome assembly protein
169158703,207,QCPY01000001.1_268,GCA_003212375.1,PF12288,157,580,765,0.0,IPR020990,Carboxysome assembly protein
169161767,207,QCPL01000006.1_71,GCA_003212515.1,PF12288,636,747,797,7.6e-05,IPR020990,Carboxysome assembly protein
169161768,207,QCPL01000006.1_71,GCA_003212515.1,PF12288,184,610,797,0.0,IPR020990,Carboxysome assembly protein
169163848,207,QCPK01000002.1_81,GCA_003212555.1,PF12288,184,610,797,0.0,IPR020990,Carboxysome assembly protein
169163847,207,QCPK01000002.1_81,GCA_003212555.1,PF12288,637,744,797,5.1e-05,IPR020990,Carboxysome assembly protein
168814084,207,QCPI01000008.1_1,GCA_003212625.1,PF12288,185,396,396,0.0,IPR020990,Carboxysome assembly protein
168814674,207,QCPF01000007.1_11,GCA_003212655.1,PF12288,157,580,765,0.0,IPR020990,Carboxysome assembly protein
168817275,207,QCPC01000023.1_9,GCA_003212695.1,PF12288,637,745,797,5e-05,IPR020990,Carboxysome assembly protein
168817276,207,QCPC01000023.1_9,GCA_003212695.1,PF12288,184,610,797,0.0,IPR020990,Carboxysome assembly protein
168819677,207,QCOP01000017.1_15,GCA_003212885.1,PF12288,175,601,780,0.0,IPR020990,Carboxysome assembly protein
168819678,207,QCOP01000017.1_15,GCA_003212885.1,PF12288,624,728,780,9.4e-05,IPR020990,Carboxysome assembly protein
168835614,207,QCNH01000015.1_19,GCA_003213275.1,PF12288,157,580,665,0.0,IPR020990,Carboxysome assembly protein
168839434,207,QCNA01000021.1_17,GCA_003213375.1,PF12288,156,579,764,0.0,IPR020990,Carboxysome assembly protein
168850561,207,QCMJ01000015.1_4,GCA_003213855.1,PF12288,156,579,764,0.0,IPR020990,Carboxysome assembly protein
168853175,207,QCMG01000007.1_105,GCA_003213955.1,PF12288,622,714,764,1.6e-05,IPR020990,Carboxysome assembly protein
168853176,207,QCMG01000007.1_105,GCA_003213955.1,PF12288,159,582,764,0.0,IPR020990,Carboxysome assembly protein
168854131,207,QCMD01000002.1_62,GCA_003214055.1,PF12288,154,577,759,0.0,IPR020990,Carboxysome assembly protein
168854132,207,QCMD01000002.1_62,GCA_003214055.1,PF12288,617,710,759,2.2e-05,IPR020990,Carboxysome assembly protein
168855860,207,QCMB01000004.1_1,GCA_003214085.1,PF12288,2,396,581,0.0,IPR020990,Carboxysome assembly protein
168856776,207,QCMA01000016.1_15,GCA_003214115.1,PF12288,156,579,764,0.0,IPR020990,Carboxysome assembly protein
168858861,207,QCLZ01000001.1_322,GCA_003214175.1,PF12288,157,581,766,0.0,IPR020990,Carboxysome assembly protein
168861501,207,QCLW01000008.1_27,GCA_003214235.1,PF12288,157,581,766,0.0,IPR020990,Carboxysome assembly protein
168864199,207,QCLV01000018.1_21,GCA_003214295.1,PF12288,157,580,765,0.0,IPR020990,Carboxysome assembly protein
168865220,207,QCLU01000004.1_118,GCA_003214315.1,PF12288,156,579,764,0.0,IPR020990,Carboxysome assembly protein
168867151,207,QCLS01000016.1_18,GCA_003214355.1,PF12288,149,571,756,0.0,IPR020990,Carboxysome assembly protein
168874899,207,QCLI01000001.1_33,GCA_003214695.1,PF12288,184,610,797,0.0,IPR020990,Carboxysome assembly protein
168876688,207,QCLE01000002.1_168,GCA_003214815.1,PF12288,157,580,765,0.0,IPR020990,Carboxysome assembly protein
168877788,207,QCLC01000023.1_9,GCA_003214855.1,PF12288,637,739,792,2.9e-07,IPR020990,Carboxysome assembly protein
168877789,207,QCLC01000023.1_9,GCA_003214855.1,PF12288,185,609,792,0.0,IPR020990,Carboxysome assembly protein
168879731,207,QCKZ01000030.1_13,GCA_003214975.1,PF12288,157,581,766,0.0,IPR020990,Carboxysome assembly protein
168886285,207,QCKN01000017.1_8,GCA_003215295.1,PF12288,179,602,783,0.0,IPR020990,Carboxysome assembly protein
168887404,207,QCKO01000003.1_19,GCA_003215315.1,PF12288,647,740,792,1.2e-05,IPR020990,Carboxysome assembly protein
168887405,207,QCKO01000003.1_19,GCA_003215315.1,PF12288,183,608,792,0.0,IPR020990,Carboxysome assembly protein
168889932,207,QCKM01000001.1_261,GCA_003215335.1,PF12288,176,600,779,0.0,IPR020990,Carboxysome assembly protein
168892624,207,QCKK01000006.1_5,GCA_003215415.1,PF12288,183,606,789,0.0,IPR020990,Carboxysome assembly protein
168892623,207,QCKK01000006.1_5,GCA_003215415.1,PF12288,631,739,789,3.8e-05,IPR020990,Carboxysome assembly protein
168894096,207,QCKJ01000004.1_84,GCA_003215435.1,PF12288,626,729,785,7.3e-05,IPR020990,Carboxysome assembly protein
168894095,207,QCKJ01000004.1_84,GCA_003215435.1,PF12288,178,602,785,0.0,IPR020990,Carboxysome assembly protein
168897268,207,QCKG01000004.1_118,GCA_003215535.1,PF12288,184,608,793,0.0,IPR020990,Carboxysome assembly protein
168898841,207,QCKF01000004.1_82,GCA_003215545.1,PF12288,185,459,459,0.0,IPR020990,Carboxysome assembly protein
168900434,207,QCKE01000003.1_130,GCA_003215555.1,PF12288,631,737,794,2.3e-05,IPR020990,Carboxysome assembly protein
168900435,207,QCKE01000003.1_130,GCA_003215555.1,PF12288,182,607,794,0.0,IPR020990,Carboxysome assembly protein
168902756,207,QCKC01000016.1_9,GCA_003215635.1,PF12288,635,737,796,4.2e-05,IPR020990,Carboxysome assembly protein
168902757,207,QCKC01000016.1_9,GCA_003215635.1,PF12288,182,606,796,0.0,IPR020990,Carboxysome assembly protein
168904377,207,QCKB01000001.1_403,GCA_003215655.1,PF12288,179,603,790,0.0,IPR020990,Carboxysome assembly protein
168905616,207,QCJZ01000006.1_7,GCA_003215695.1,PF12288,185,611,794,0.0,IPR020990,Carboxysome assembly protein
168905615,207,QCJZ01000006.1_7,GCA_003215695.1,PF12288,637,743,794,1.9e-06,IPR020990,Carboxysome assembly protein
168907206,207,QCJX01000016.1_24,GCA_003215725.1,PF12288,180,604,787,0.0,IPR020990,Carboxysome assembly protein
168907207,207,QCJX01000016.1_24,GCA_003215725.1,PF12288,640,736,787,1e-05,IPR020990,Carboxysome assembly protein
168909482,207,QCJW01000002.1_21,GCA_003215775.1,PF12288,180,603,787,0.0,IPR020990,Carboxysome assembly protein
168909604,207,QCJV01000001.1_56,GCA_003215795.1,PF12288,636,743,797,8.3e-06,IPR020990,Carboxysome assembly protein
168909605,207,QCJV01000001.1_56,GCA_003215795.1,PF12288,185,610,797,0.0,IPR020990,Carboxysome assembly protein
168916616,207,QCJK01000004.1_42,GCA_003216075.1,PF12288,185,608,797,0.0,IPR020990,Carboxysome assembly protein
168920717,207,QCJG01000017.1_11,GCA_003216175.1,PF12288,638,742,795,2.3e-05,IPR020990,Carboxysome assembly protein
168920718,207,QCJG01000017.1_11,GCA_003216175.1,PF12288,185,611,795,0.0,IPR020990,Carboxysome assembly protein
168924879,207,QCJC01000001.1_6,GCA_003216275.1,PF12288,638,743,795,2.5e-05,IPR020990,Carboxysome assembly protein
168924880,207,QCJC01000001.1_6,GCA_003216275.1,PF12288,185,611,795,0.0,IPR020990,Carboxysome assembly protein
168926572,207,QCJB01000004.1_31,GCA_003216295.1,PF12288,636,744,796,2.8e-05,IPR020990,Carboxysome assembly protein
168926571,207,QCJB01000004.1_31,GCA_003216295.1,PF12288,186,612,796,0.0,IPR020990,Carboxysome assembly protein
168929724,207,QCIX01000003.1_47,GCA_003216355.1,PF12288,148,571,756,0.0,IPR020990,Carboxysome assembly protein
168931057,207,QCIZ01000004.1_127,GCA_003216375.1,PF12288,185,611,795,0.0,IPR020990,Carboxysome assembly protein
168931056,207,QCIZ01000004.1_127,GCA_003216375.1,PF12288,639,738,795,2.7e-05,IPR020990,Carboxysome assembly protein
168933377,207,QCIY01000001.1_23,GCA_003216415.1,PF12288,157,580,765,0.0,IPR020990,Carboxysome assembly protein
168933708,207,QCIW01000011.1_6,GCA_003216435.1,PF12288,638,740,791,1.8e-05,IPR020990,Carboxysome assembly protein
168933707,207,QCIW01000011.1_6,GCA_003216435.1,PF12288,182,606,791,0.0,IPR020990,Carboxysome assembly protein
168935629,207,QCIV01000006.1_55,GCA_003216455.1,PF12288,156,579,764,0.0,IPR020990,Carboxysome assembly protein
168937792,207,QCIU01000002.1_104,GCA_003216465.1,PF12288,155,260,263,1.5e-31,IPR020990,Carboxysome assembly protein
168938346,207,QCIU01000002.1_105,GCA_003216465.1,PF12288,17,58,240,1.4e-12,IPR020990,Carboxysome assembly protein
168938347,207,QCIU01000002.1_105,GCA_003216465.1,PF12288,98,189,240,1.9e-05,IPR020990,Carboxysome assembly protein
168938942,207,QCIS01000008.1_10,GCA_003216535.1,PF12288,156,579,764,0.0,IPR020990,Carboxysome assembly protein
168941828,207,QCIR01000002.1_68,GCA_003216575.1,PF12288,185,611,795,0.0,IPR020990,Carboxysome assembly protein
168941827,207,QCIR01000002.1_68,GCA_003216575.1,PF12288,637,742,795,2.2e-05,IPR020990,Carboxysome assembly protein
168944204,207,QCIQ01000010.1_49,GCA_003216595.1,PF12288,185,611,795,0.0,IPR020990,Carboxysome assembly protein
168944205,207,QCIQ01000010.1_49,GCA_003216595.1,PF12288,649,738,795,2.6e-05,IPR020990,Carboxysome assembly protein
168945500,207,QCIO01000042.1_1,GCA_003216635.1,PF12288,156,579,724,0.0,IPR020990,Carboxysome assembly protein
168947056,207,QCIK01000006.1_93,GCA_003216715.1,PF12288,637,743,795,2.5e-05,IPR020990,Carboxysome assembly protein
